date;empresa;candidato;turno;voto;amostra
2021-07-04;PoderData;Moro;;;
2021-07-11;PoderData;Bolsonaro;1.0;0.29;2500.0
2021-07-11;PoderData;Branco/Nulo;1.0;0.09;2500.0
2021-07-11;PoderData;Ciro;1.5;0.255;2500.0
2021-07-11;PoderData;Doria;1.0;0.06;2500.0
2021-07-11;PoderData;Indecisos;1.0;0.04;2500.0
2021-07-11;PoderData;Lula;1.0;0.43;2500.0
2021-07-11;PoderData;Moro;;;
2021-07-18;PoderData;Bolsonaro;;;
2021-07-18;PoderData;Branco/Nulo;;;
2021-07-18;PoderData;Ciro;;;
2021-07-18;PoderData;Doria;;;
2021-07-18;PoderData;Indecisos;;;
2021-07-18;PoderData;Lula;;;
2021-07-18;PoderData;Moro;;;
2021-07-25;PoderData;Bolsonaro;;;
2021-07-25;PoderData;Branco/Nulo;;;
2021-07-25;PoderData;Ciro;;;
2021-07-25;PoderData;Doria;;;
2021-07-25;PoderData;Indecisos;;;
2021-07-25;PoderData;Lula;;;
2021-07-25;PoderData;Moro;;;
2021-08-01;PoderData;Bolsonaro;;;
2021-08-01;PoderData;Branco/Nulo;;;
2021-08-01;PoderData;Ciro;;;
2021-08-01;PoderData;Doria;;;
2021-08-01;PoderData;Indecisos;;;
2021-08-01;PoderData;Lula;;;
2021-08-01;PoderData;Moro;;;
2021-08-08;PoderData;Bolsonaro;1.0;0.25;2500.0
2021-08-08;PoderData;Branco/Nulo;1.0;0.06;2500.0
2021-08-08;PoderData;Ciro;1.0;0.08;2500.0
2021-08-08;PoderData;Doria;1.0;0.06;2500.0
2021-08-08;PoderData;Indecisos;1.0;0.05;2500.0
2021-08-08;PoderData;Lula;1.0;0.39;2500.0
2021-08-08;PoderData;Moro;;;
2021-08-15;PoderData;Bolsonaro;;;
2021-08-15;PoderData;Branco/Nulo;;;
2021-08-15;PoderData;Ciro;;;
2021-08-15;PoderData;Doria;;;
2021-08-15;PoderData;Indecisos;;;
2021-08-15;PoderData;Lula;;;
2021-08-15;PoderData;Moro;;;
2021-08-22;PoderData;Bolsonaro;;;
2021-08-22;PoderData;Branco/Nulo;;;
2021-08-22;PoderData;Ciro;;;
2021-08-22;PoderData;Doria;;;
2021-08-22;PoderData;Indecisos;;;
2021-08-22;PoderData;Lula;;;
2021-08-22;PoderData;Moro;;;
2021-08-29;PoderData;Bolsonaro;;;
2021-08-29;PoderData;Branco/Nulo;;;
2021-08-29;PoderData;Ciro;;;
2021-08-29;PoderData;Doria;;;
2021-08-29;PoderData;Indecisos;;;
2021-08-29;PoderData;Lula;;;
2021-08-29;PoderData;Moro;;;
2021-09-05;PoderData;Bolsonaro;1.0;0.28;2500.0
2021-09-05;PoderData;Branco/Nulo;1.0;0.08;2500.0
2021-09-05;PoderData;Ciro;1.0;0.08;2500.0
2021-09-05;PoderData;Doria;1.0;0.04;2500.0
2021-09-05;PoderData;Indecisos;1.0;0.03;2500.0
2021-09-05;PoderData;Lula;1.0;0.37;2500.0
2021-09-05;PoderData;Moro;;;
2021-09-12;PoderData;Bolsonaro;;;
2021-09-12;PoderData;Branco/Nulo;;;
2021-09-12;PoderData;Ciro;;;
2021-09-12;PoderData;Doria;;;
2021-09-12;PoderData;Indecisos;;;
2021-09-12;PoderData;Lula;;;
2021-09-12;PoderData;Moro;;;
2021-09-19;PoderData;Bolsonaro;;;
2021-09-19;PoderData;Branco/Nulo;;;
2021-09-19;PoderData;Ciro;;;
2021-09-19;PoderData;Doria;;;
2021-09-19;PoderData;Indecisos;;;
2021-09-19;PoderData;Lula;;;
2021-09-19;PoderData;Moro;;;
2021-09-26;PoderData;Bolsonaro;;;
2021-09-26;PoderData;Branco/Nulo;;;
2021-09-26;PoderData;Ciro;;;
2021-09-26;PoderData;Doria;;;
2021-09-26;PoderData;Indecisos;;;
2021-09-26;PoderData;Lula;;;
2021-09-26;PoderData;Moro;;;
2021-10-03;PoderData;Bolsonaro;1.0;0.3;2500.0
2021-10-03;PoderData;Branco/Nulo;1.0;0.09;2500.0
2021-10-03;PoderData;Ciro;1.0;0.05;2500.0
2021-10-03;PoderData;Doria;1.0;0.03;2500.0
2021-10-03;PoderData;Indecisos;1.0;0.02;2500.0
2021-10-03;PoderData;Lula;1.0;0.4;2500.0
2021-10-03;PoderData;Moro;;;
2021-10-10;PoderData;Bolsonaro;;;
2021-10-10;PoderData;Branco/Nulo;;;
2021-10-10;PoderData;Ciro;;;
2021-10-10;PoderData;Doria;;;
2021-10-10;PoderData;Indecisos;;;
2021-10-10;PoderData;Lula;;;
2021-10-10;PoderData;Moro;;;
2021-10-17;PoderData;Bolsonaro;;;
2021-10-17;PoderData;Branco/Nulo;;;
2021-10-17;PoderData;Ciro;;;
2021-10-17;PoderData;Doria;;;
2021-10-17;PoderData;Indecisos;;;
2021-10-17;PoderData;Lula;;;
2021-10-17;PoderData;Moro;;;
2021-10-24;PoderData;Bolsonaro;;;
2021-10-24;PoderData;Branco/Nulo;;;
2021-10-24;PoderData;Ciro;;;
2021-10-24;PoderData;Doria;;;
2021-10-24;PoderData;Indecisos;;;
2021-10-24;PoderData;Lula;;;
2021-10-24;PoderData;Moro;;;
2021-10-31;PoderData;Bolsonaro;1.0;0.28;2500.0
2021-10-31;PoderData;Branco/Nulo;1.0;0.07;2500.0
2021-10-31;PoderData;Ciro;1.0;0.05;2500.0
2021-10-31;PoderData;Doria;1.0;0.04;2500.0
2021-10-31;PoderData;Eduardo Leite;1.0;0.03;2500.0
2021-10-31;PoderData;Indecisos;1.0;0.02;2500.0
2021-10-31;PoderData;Lula;1.0;0.35;2500.0
2021-10-31;PoderData;Moro;1.0;0.08;2500.0
2021-11-07;PoderData;Bolsonaro;;;
2021-11-07;PoderData;Branco/Nulo;;;
2021-11-07;PoderData;Ciro;;;
2021-11-07;PoderData;Doria;;;
2021-11-07;PoderData;Eduardo Leite;;;
2021-11-07;PoderData;Indecisos;;;
2021-11-07;PoderData;Lula;;;
2021-11-07;PoderData;Moro;;;
2021-11-14;PoderData;Bolsonaro;;;
2021-11-14;PoderData;Branco/Nulo;;;
2021-11-14;PoderData;Ciro;;;
2021-11-14;PoderData;Doria;;;
2021-11-14;PoderData;Eduardo Leite;;;
2021-11-14;PoderData;Indecisos;;;
2021-11-14;PoderData;Lula;;;
2021-11-14;PoderData;Moro;;;
2021-11-21;PoderData;Bolsonaro;;;
2021-11-21;PoderData;Branco/Nulo;;;
2021-11-21;PoderData;Ciro;;;
2021-11-21;PoderData;Doria;;;
2021-11-21;PoderData;Eduardo Leite;;;
2021-11-21;PoderData;Indecisos;;;
2021-11-21;PoderData;Lula;;;
2021-11-21;PoderData;Moro;;;
2021-11-28;PoderData;Bolsonaro;1.0;0.27;2500.0
2021-11-28;PoderData;Branco/Nulo;1.0;0.07;2500.0
2021-11-28;PoderData;Ciro;1.0;0.09;2500.0
2021-11-28;PoderData;Doria;1.0;0.05;2500.0
2021-11-28;PoderData;Eduardo Leite;1.0;0.05;2500.0
2021-11-28;PoderData;Indecisos;1.0;0.02;2500.0
2021-11-28;PoderData;Lula;1.0;0.36;2500.0
2021-11-28;PoderData;Moro;1.0;0.08;2500.0
2021-11-21;Ponteio;Bolsonaro;1.0;0.24;1000.0
2021-11-21;Ponteio;Branco/Nulo;1.0;0.1;1000.0
2021-11-21;Ponteio;Ciro;1.0;0.08;1000.0
2021-11-21;Ponteio;Doria;1.0;0.03;1000.0
2021-11-21;Ponteio;Eduardo Leite;1.0;0.02;1000.0
2021-11-21;Ponteio;Indecisos;1.0;0.05;1000.0
2021-11-21;Ponteio;Lula;1.0;0.37;1000.0
2021-11-21;Ponteio;Moro;1.0;0.11;1000.0
2021-08-01;Quaest;Bolsonaro;1.0;0.29;1500.0
2021-08-01;Quaest;Branco/Nulo;1.0;0.03;1500.0
2021-08-01;Quaest;Ciro;1.0;0.1;1500.0
2021-08-01;Quaest;Doria;1.0;0.05;1500.0
2021-08-01;Quaest;Eduardo Leite;1.0;0.04;1500.0
2021-08-01;Quaest;Indecisos;1.0;0.09;1500.0
2021-08-01;Quaest;Lula;1.0;0.44;1500.0
2021-08-01;Quaest;Moro;1.0;0.1;1500.0
2021-08-08;Quaest;Bolsonaro;;;
2021-08-08;Quaest;Branco/Nulo;;;
2021-08-08;Quaest;Ciro;;;
2021-08-08;Quaest;Doria;;;
2021-08-08;Quaest;Eduardo Leite;;;
2021-08-08;Quaest;Indecisos;;;
2021-08-08;Quaest;Lula;;;
2021-08-08;Quaest;Moro;;;
2021-08-15;Quaest;Bolsonaro;;;
2021-08-15;Quaest;Branco/Nulo;;;
2021-08-15;Quaest;Ciro;;;
2021-08-15;Quaest;Doria;;;
2021-08-15;Quaest;Eduardo Leite;;;
2021-08-15;Quaest;Indecisos;;;
2021-08-15;Quaest;Lula;;;
2021-08-15;Quaest;Moro;;;
2021-08-22;Quaest;Bolsonaro;;;
2021-08-22;Quaest;Branco/Nulo;;;
2021-08-22;Quaest;Ciro;;;
2021-08-22;Quaest;Doria;;;
2021-08-22;Quaest;Eduardo Leite;;;
2021-08-22;Quaest;Indecisos;;;
2021-08-22;Quaest;Lula;;;
2021-08-22;Quaest;Moro;;;
2021-08-29;Quaest;Bolsonaro;1.0;0.26;2000.0
2021-08-29;Quaest;Branco/Nulo;1.0;0.03;2000.0
2021-08-29;Quaest;Ciro;1.0;0.08;2000.0
2021-08-29;Quaest;Doria;1.0;0.06;2000.0
2021-08-29;Quaest;Eduardo Leite;1.0;0.02;2000.0
2021-08-29;Quaest;Indecisos;1.0;0.09;2000.0
2021-08-29;Quaest;Lula;1.0;0.46;2000.0
2021-08-29;Quaest;Moro;;;
2021-09-05;Quaest;Bolsonaro;;;
2021-09-05;Quaest;Branco/Nulo;;;
2021-09-05;Quaest;Ciro;;;
2021-09-05;Quaest;Doria;;;
2021-09-05;Quaest;Eduardo Leite;;;
2021-09-05;Quaest;Indecisos;;;
2021-09-05;Quaest;Lula;;;
2021-09-05;Quaest;Moro;;;
2021-09-12;Quaest;Bolsonaro;;;
2021-09-12;Quaest;Branco/Nulo;;;
2021-09-12;Quaest;Ciro;;;
2021-09-12;Quaest;Doria;;;
2021-09-12;Quaest;Eduardo Leite;;;
2021-09-12;Quaest;Indecisos;;;
2021-09-12;Quaest;Lula;;;
2021-09-12;Quaest;Moro;;;
2021-09-19;Quaest;Bolsonaro;;;
2021-09-19;Quaest;Branco/Nulo;;;
2021-09-19;Quaest;Ciro;;;
2021-09-19;Quaest;Doria;;;
2021-09-19;Quaest;Eduardo Leite;;;
2021-09-19;Quaest;Indecisos;;;
2021-09-19;Quaest;Lula;;;
2021-09-19;Quaest;Moro;;;
2021-09-26;Quaest;Bolsonaro;;;
2021-09-26;Quaest;Branco/Nulo;;;
2021-09-26;Quaest;Ciro;;;
2021-09-26;Quaest;Doria;;;
2021-09-26;Quaest;Eduardo Leite;;;
2021-09-26;Quaest;Indecisos;;;
2021-09-26;Quaest;Lula;;;
2021-09-26;Quaest;Moro;;;
2021-10-03;Quaest;Bolsonaro;1.0;0.24;2048.0
2021-10-03;Quaest;Branco/Nulo;1.0;0.03;2048.0
2021-10-03;Quaest;Ciro;1.0;0.1;2048.0
2021-10-03;Quaest;Doria;1.0;0.06;2048.0
2021-10-03;Quaest;Eduardo Leite;1.0;0.04;2048.0
2021-10-03;Quaest;Indecisos;1.0;0.09;2048.0
2021-10-03;Quaest;Lula;1.0;0.43;2048.0
2021-10-03;Quaest;Moro;1.0;0.1;2048.0
2021-10-10;Quaest;Bolsonaro;;;
2021-10-10;Quaest;Branco/Nulo;;;
2021-10-10;Quaest;Ciro;;;
2021-10-10;Quaest;Doria;;;
2021-10-10;Quaest;Eduardo Leite;;;
2021-10-10;Quaest;Indecisos;;;
2021-10-10;Quaest;Lula;;;
2021-10-10;Quaest;Moro;;;
2021-10-17;Quaest;Bolsonaro;;;
2021-10-17;Quaest;Branco/Nulo;;;
2021-10-17;Quaest;Ciro;;;
2021-10-17;Quaest;Doria;;;
2021-10-17;Quaest;Eduardo Leite;;;
2021-10-17;Quaest;Indecisos;;;
2021-10-17;Quaest;Lula;;;
2021-10-17;Quaest;Moro;;;
2021-10-24;Quaest;Bolsonaro;;;
2021-10-24;Quaest;Branco/Nulo;;;
2021-10-24;Quaest;Ciro;;;
2021-10-24;Quaest;Doria;;;
2021-10-24;Quaest;Eduardo Leite;;;
2021-10-24;Quaest;Indecisos;;;
2021-10-24;Quaest;Lula;;;
2021-10-24;Quaest;Moro;;;
2021-10-31;Quaest;Bolsonaro;;;
2021-10-31;Quaest;Branco/Nulo;;;
2021-10-31;Quaest;Ciro;;;
2021-10-31;Quaest;Doria;;;
2021-10-31;Quaest;Eduardo Leite;;;
2021-10-31;Quaest;Indecisos;;;
2021-10-31;Quaest;Lula;;;
2021-10-31;Quaest;Moro;;;
2021-11-07;Quaest;Bolsonaro;1.0;0.21;2063.0
2021-11-07;Quaest;Branco/Nulo;1.0;0.1;2063.0
2021-11-07;Quaest;Ciro;1.0;0.06;2063.0
2021-11-07;Quaest;Doria;1.0;0.02;2063.0
2021-11-07;Quaest;Eduardo Leite;1.0;0.01;2063.0
2021-11-07;Quaest;Indecisos;1.0;0.04;2063.0
2021-11-07;Quaest;Lula;1.0;0.48;2063.0
2021-11-07;Quaest;Moro;1.0;0.08;2063.0
2021-06-06;Ranking Brasil;Bolsonaro;1.0;0.273;3000.0
2021-06-06;Ranking Brasil;Branco/Nulo;1.0;0.183;3000.0
2021-06-06;Ranking Brasil;Ciro;1.0;0.043;3000.0
2021-06-06;Ranking Brasil;Doria;1.0;0.033;3000.0
2021-06-06;Ranking Brasil;Lula;1.0;0.321;3000.0
2021-06-06;Ranking Brasil;Moro;1.0;0.041;3000.0
2021-06-13;Ranking Brasil;Bolsonaro;;;
2021-06-13;Ranking Brasil;Branco/Nulo;;;
2021-06-13;Ranking Brasil;Ciro;;;
2021-06-13;Ranking Brasil;Doria;;;
2021-06-13;Ranking Brasil;Lula;;;
2021-06-13;Ranking Brasil;Moro;;;
2021-06-20;Ranking Brasil;Bolsonaro;;;
2021-06-20;Ranking Brasil;Branco/Nulo;;;
2021-06-20;Ranking Brasil;Ciro;;;
2021-06-20;Ranking Brasil;Doria;;;
2021-06-20;Ranking Brasil;Lula;;;
2021-06-20;Ranking Brasil;Moro;;;
2021-06-27;Ranking Brasil;Bolsonaro;;;
2021-06-27;Ranking Brasil;Branco/Nulo;;;
2021-06-27;Ranking Brasil;Ciro;;;
2021-06-27;Ranking Brasil;Doria;;;
2021-06-27;Ranking Brasil;Lula;;;
2021-06-27;Ranking Brasil;Moro;;;
2021-07-04;Ranking Brasil;Bolsonaro;;;
2021-07-04;Ranking Brasil;Branco/Nulo;;;
2021-07-04;Ranking Brasil;Ciro;;;
2021-07-04;Ranking Brasil;Doria;;;
2021-07-04;Ranking Brasil;Lula;;;
2021-07-04;Ranking Brasil;Moro;;;
2021-07-11;Ranking Brasil;Bolsonaro;;;
2021-07-11;Ranking Brasil;Branco/Nulo;;;
2021-07-11;Ranking Brasil;Ciro;;;
2021-07-11;Ranking Brasil;Doria;;;
2021-07-11;Ranking Brasil;Lula;;;
2021-07-11;Ranking Brasil;Moro;;;
2021-07-18;Ranking Brasil;Bolsonaro;;;
2021-07-18;Ranking Brasil;Branco/Nulo;;;
2021-07-18;Ranking Brasil;Ciro;;;
2021-07-18;Ranking Brasil;Doria;;;
2021-07-18;Ranking Brasil;Lula;;;
2021-07-18;Ranking Brasil;Moro;;;
2021-07-25;Ranking Brasil;Bolsonaro;;;
2021-07-25;Ranking Brasil;Branco/Nulo;;;
2021-07-25;Ranking Brasil;Ciro;;;
2021-07-25;Ranking Brasil;Doria;;;
2021-07-25;Ranking Brasil;Lula;;;
2021-07-25;Ranking Brasil;Moro;;;
2021-08-01;Ranking Brasil;Bolsonaro;;;
2021-08-01;Ranking Brasil;Branco/Nulo;;;
2021-08-01;Ranking Brasil;Ciro;;;
2021-08-01;Ranking Brasil;Doria;;;
2021-08-01;Ranking Brasil;Lula;;;
2021-08-01;Ranking Brasil;Moro;;;
2021-08-08;Ranking Brasil;Bolsonaro;;;
2021-08-08;Ranking Brasil;Branco/Nulo;;;
2021-08-08;Ranking Brasil;Ciro;;;
2021-08-08;Ranking Brasil;Doria;;;
2021-08-08;Ranking Brasil;Lula;;;
2021-08-08;Ranking Brasil;Moro;;;
2021-08-15;Ranking Brasil;Bolsonaro;;;
2021-08-15;Ranking Brasil;Branco/Nulo;;;
2021-08-15;Ranking Brasil;Ciro;;;
2021-08-15;Ranking Brasil;Doria;;;
2021-08-15;Ranking Brasil;Lula;;;
2021-08-15;Ranking Brasil;Moro;;;
2021-08-22;Ranking Brasil;Bolsonaro;;;
2021-08-22;Ranking Brasil;Branco/Nulo;;;
2021-08-22;Ranking Brasil;Ciro;;;
2021-08-22;Ranking Brasil;Doria;;;
2021-08-22;Ranking Brasil;Lula;;;
2021-08-22;Ranking Brasil;Moro;;;
2021-08-29;Ranking Brasil;Bolsonaro;;;
2021-08-29;Ranking Brasil;Branco/Nulo;;;
2021-08-29;Ranking Brasil;Ciro;;;
2021-08-29;Ranking Brasil;Doria;;;
2021-08-29;Ranking Brasil;Lula;;;
2021-08-29;Ranking Brasil;Moro;;;
2021-09-05;Ranking Brasil;Bolsonaro;;;
2021-09-05;Ranking Brasil;Branco/Nulo;;;
2021-09-05;Ranking Brasil;Ciro;;;
2021-09-05;Ranking Brasil;Doria;;;
2021-09-05;Ranking Brasil;Lula;;;
2021-09-05;Ranking Brasil;Moro;;;
2021-09-12;Ranking Brasil;Bolsonaro;;;
2021-09-12;Ranking Brasil;Branco/Nulo;;;
2021-09-12;Ranking Brasil;Ciro;;;
2021-09-12;Ranking Brasil;Doria;;;
2021-09-12;Ranking Brasil;Lula;;;
2021-09-12;Ranking Brasil;Moro;;;
2021-09-19;Ranking Brasil;Bolsonaro;;;
2021-09-19;Ranking Brasil;Branco/Nulo;;;
2021-09-19;Ranking Brasil;Ciro;;;
2021-09-19;Ranking Brasil;Doria;;;
2021-09-19;Ranking Brasil;Lula;;;
2021-09-19;Ranking Brasil;Moro;;;
2021-09-26;Ranking Brasil;Bolsonaro;1.0;0.271;4000.0
2021-09-26;Ranking Brasil;Branco/Nulo;1.0;0.152;4000.0
2021-09-26;Ranking Brasil;Ciro;1.0;0.061;4000.0
2021-09-26;Ranking Brasil;Doria;1.0;0.032;4000.0
2021-09-26;Ranking Brasil;Eduardo Leite;1.0;0.017;4000.0
2021-09-26;Ranking Brasil;Lula;1.0;0.38;4000.0
2021-09-26;Ranking Brasil;Moro;1.0;0.03;4000.0
2021-11-07;Vox Populi;Bolsonaro;1.0;0.21;2000.0
2021-11-07;Vox Populi;Branco/Nulo;1.0;0.1;2000.0
2021-11-07;Vox Populi;Ciro;1.0;0.04;2000.0
2021-11-07;Vox Populi;Doria;1.0;0.01;2000.0
2021-11-07;Vox Populi;Eduardo Leite;1.0;0.01;2000.0
2021-11-07;Vox Populi;Indecisos;1.0;0.12;2000.0
2021-11-07;Vox Populi;Lula;1.0;0.44;2000.0
2021-11-07;Vox Populi;Moro;1.0;0.03;2000.0
